,threshold,target1,target2,category1,category2,target1_index,target2_index,score,guess,actual,correct,sd_result
1614,0.5,A2_1,y2,A2,y,4,14,-0.67,0,0,1,cr
1615,0.5,A2_1,y3,A2,y,4,15,0.57,1,0,0,fa
1616,0.5,A2_2,.,A2,.,5,0,-0.69,0,0,1,cr
1617,0.5,A2_2,A1_1,A2,A1,5,1,-0.24,0,0,1,cr
1618,0.5,A2_2,A1_2,A2,A1,5,2,-0.16,0,0,1,cr
1619,0.5,A2_2,A1_3,A2,A1,5,3,-0.23,0,0,1,cr
1620,0.5,A2_2,A2_1,A2,A2,5,4,0.83,1,1,1,hit
1621,0.5,A2_2,A2_2,A2,A2,5,5,1.0,1,1,1,hit
1622,0.5,A2_2,A2_3,A2,A2,5,6,0.78,1,1,1,hit
1623,0.5,A2_2,B1_1,A2,B1,5,7,-0.2,0,0,1,cr
1624,0.5,A2_2,B1_2,A2,B1,5,8,-0.12,0,0,1,cr
1625,0.5,A2_2,B1_3,A2,B1,5,9,-0.13,0,0,1,cr
1626,0.5,A2_2,B2_1,A2,B2,5,10,0.87,1,0,0,fa
1627,0.5,A2_2,B2_2,A2,B2,5,11,0.72,1,0,0,fa
1628,0.5,A2_2,B2_3,A2,B2,5,12,0.83,1,0,0,fa
1629,0.5,A2_2,y1,A2,y,5,13,-0.33,0,0,1,cr
1630,0.5,A2_2,y2,A2,y,5,14,-0.65,0,0,1,cr
1631,0.5,A2_2,y3,A2,y,5,15,0.52,1,0,0,fa
1632,0.5,A2_3,.,A2,.,6,0,-0.78,0,0,1,cr
1633,0.5,A2_3,A1_1,A2,A1,6,1,-0.3,0,0,1,cr
1634,0.5,A2_3,A1_2,A2,A1,6,2,-0.4,0,0,1,cr
1635,0.5,A2_3,A1_3,A2,A1,6,3,-0.51,0,0,1,cr
1636,0.5,A2_3,A2_1,A2,A2,6,4,0.77,1,1,1,hit
1637,0.5,A2_3,A2_2,A2,A2,6,5,0.78,1,1,1,hit
1638,0.5,A2_3,A2_3,A2,A2,6,6,1.0,1,1,1,hit
1639,0.5,A2_3,B1_1,A2,B1,6,7,-0.43,0,0,1,cr
1640,0.5,A2_3,B1_2,A2,B1,6,8,-0.42,0,0,1,cr
1641,0.5,A2_3,B1_3,A2,B1,6,9,-0.37,0,0,1,cr
1642,0.5,A2_3,B2_1,A2,B2,6,10,0.81,1,0,0,fa
1643,0.5,A2_3,B2_2,A2,B2,6,11,0.79,1,0,0,fa
1644,0.5,A2_3,B2_3,A2,B2,6,12,0.89,1,0,0,fa
1645,0.5,A2_3,y1,A2,y,6,13,-0.16,0,0,1,cr
1646,0.5,A2_3,y2,A2,y,6,14,-0.45,0,0,1,cr
1647,0.5,A2_3,y3,A2,y,6,15,0.73,1,0,0,fa
1648,0.5,B1_1,.,B1,.,7,0,0.27,0,0,1,cr
1649,0.5,B1_1,A1_1,B1,A1,7,1,0.67,1,0,0,fa
1650,0.5,B1_1,A1_2,B1,A1,7,2,0.7,1,0,0,fa
1651,0.5,B1_1,A1_3,B1,A1,7,3,0.72,1,0,0,fa
1652,0.5,B1_1,A2_1,B1,A2,7,4,-0.21,0,0,1,cr
1653,0.5,B1_1,A2_2,B1,A2,7,5,-0.2,0,0,1,cr
1654,0.5,B1_1,A2_3,B1,A2,7,6,-0.43,0,0,1,cr
1655,0.5,B1_1,B1_1,B1,B1,7,7,1.0,1,1,1,hit
1656,0.5,B1_1,B1_2,B1,B1,7,8,0.74,1,1,1,hit
1657,0.5,B1_1,B1_3,B1,B1,7,9,0.77,1,1,1,hit
1658,0.5,B1_1,B2_1,B1,B2,7,10,-0.2,0,0,1,cr
1659,0.5,B1_1,B2_2,B1,B2,7,11,-0.35,0,0,1,cr
1660,0.5,B1_1,B2_3,B1,B2,7,12,-0.28,0,0,1,cr
1661,0.5,B1_1,y1,B1,y,7,13,-0.59,0,0,1,cr
1662,0.5,B1_1,y2,B1,y,7,14,-0.34,0,0,1,cr
1663,0.5,B1_1,y3,B1,y,7,15,-0.53,0,0,1,cr
1664,0.5,B1_2,.,B1,.,8,0,0.35,0,0,1,cr
1665,0.5,B1_2,A1_1,B1,A1,8,1,0.66,1,0,0,fa
1666,0.5,B1_2,A1_2,B1,A1,8,2,0.53,1,0,0,fa
1667,0.5,B1_2,A1_3,B1,A1,8,3,0.7,1,0,0,fa
1668,0.5,B1_2,A2_1,B1,A2,8,4,-0.2,0,0,1,cr
1669,0.5,B1_2,A2_2,B1,A2,8,5,-0.12,0,0,1,cr
1670,0.5,B1_2,A2_3,B1,A2,8,6,-0.42,0,0,1,cr
1671,0.5,B1_2,B1_1,B1,B1,8,7,0.74,1,1,1,hit
1672,0.5,B1_2,B1_2,B1,B1,8,8,1.0,1,1,1,hit
1673,0.5,B1_2,B1_3,B1,B1,8,9,0.8,1,1,1,hit
1674,0.5,B1_2,B2_1,B1,B2,8,10,-0.23,0,0,1,cr
1675,0.5,B1_2,B2_2,B1,B2,8,11,-0.33,0,0,1,cr
1676,0.5,B1_2,B2_3,B1,B2,8,12,-0.2,0,0,1,cr
1677,0.5,B1_2,y1,B1,y,8,13,-0.45,0,0,1,cr
1678,0.5,B1_2,y2,B1,y,8,14,-0.22,0,0,1,cr
1679,0.5,B1_2,y3,B1,y,8,15,-0.49,0,0,1,cr
1680,0.5,B1_3,.,B1,.,9,0,0.42,0,0,1,cr
1681,0.5,B1_3,A1_1,B1,A1,9,1,0.83,1,0,0,fa
1682,0.5,B1_3,A1_2,B1,A1,9,2,0.73,1,0,0,fa
1683,0.5,B1_3,A1_3,B1,A1,9,3,0.65,1,0,0,fa
1684,0.5,B1_3,A2_1,B1,A2,9,4,-0.12,0,0,1,cr
1685,0.5,B1_3,A2_2,B1,A2,9,5,-0.13,0,0,1,cr
1686,0.5,B1_3,A2_3,B1,A2,9,6,-0.37,0,0,1,cr
1687,0.5,B1_3,B1_1,B1,B1,9,7,0.77,1,1,1,hit
1688,0.5,B1_3,B1_2,B1,B1,9,8,0.8,1,1,1,hit
1689,0.5,B1_3,B1_3,B1,B1,9,9,1.0,1,1,1,hit
1690,0.5,B1_3,B2_1,B1,B2,9,10,-0.23,0,0,1,cr
1691,0.5,B1_3,B2_2,B1,B2,9,11,-0.24,0,0,1,cr
1692,0.5,B1_3,B2_3,B1,B2,9,12,-0.22,0,0,1,cr
1693,0.5,B1_3,y1,B1,y,9,13,-0.41,0,0,1,cr
1694,0.5,B1_3,y2,B1,y,9,14,-0.42,0,0,1,cr
1695,0.5,B1_3,y3,B1,y,9,15,-0.58,0,0,1,cr
1696,0.5,B2_1,.,B2,.,10,0,-0.71,0,0,1,cr
1697,0.5,B2_1,A1_1,B2,A1,10,1,-0.2,0,0,1,cr
1698,0.5,B2_1,A1_2,B2,A1,10,2,-0.22,0,0,1,cr
1699,0.5,B2_1,A1_3,B2,A1,10,3,-0.27,0,0,1,cr
1700,0.5,B2_1,A2_1,B2,A2,10,4,0.79,1,0,0,fa
1701,0.5,B2_1,A2_2,B2,A2,10,5,0.87,1,0,0,fa
1702,0.5,B2_1,A2_3,B2,A2,10,6,0.81,1,0,0,fa
1703,0.5,B2_1,B1_1,B2,B1,10,7,-0.2,0,0,1,cr
1704,0.5,B2_1,B1_2,B2,B1,10,8,-0.23,0,0,1,cr
1705,0.5,B2_1,B1_3,B2,B1,10,9,-0.23,0,0,1,cr
1706,0.5,B2_1,B2_1,B2,B2,10,10,1.0,1,1,1,hit
1707,0.5,B2_1,B2_2,B2,B2,10,11,0.73,1,1,1,hit
1708,0.5,B2_1,B2_3,B2,B2,10,12,0.85,1,1,1,hit
1709,0.5,B2_1,y1,B2,y,10,13,-0.25,0,0,1,cr
1710,0.5,B2_1,y2,B2,y,10,14,-0.61,0,0,1,cr
1711,0.5,B2_1,y3,B2,y,10,15,0.54,1,0,0,fa
1712,0.5,B2_2,.,B2,.,11,0,-0.75,0,0,1,cr
1713,0.5,B2_2,A1_1,B2,A1,11,1,-0.17,0,0,1,cr
1714,0.5,B2_2,A1_2,B2,A1,11,2,-0.18,0,0,1,cr
1715,0.5,B2_2,A1_3,B2,A1,11,3,-0.36,0,0,1,cr
1716,0.5,B2_2,A2_1,B2,A2,11,4,0.82,1,0,0,fa
1717,0.5,B2_2,A2_2,B2,A2,11,5,0.72,1,0,0,fa
1718,0.5,B2_2,A2_3,B2,A2,11,6,0.79,1,0,0,fa
1719,0.5,B2_2,B1_1,B2,B1,11,7,-0.35,0,0,1,cr
1720,0.5,B2_2,B1_2,B2,B1,11,8,-0.33,0,0,1,cr
1721,0.5,B2_2,B1_3,B2,B1,11,9,-0.24,0,0,1,cr
1722,0.5,B2_2,B2_1,B2,B2,11,10,0.73,1,1,1,hit
1723,0.5,B2_2,B2_2,B2,B2,11,11,1.0,1,1,1,hit
1724,0.5,B2_2,B2_3,B2,B2,11,12,0.86,1,1,1,hit
1725,0.5,B2_2,y1,B2,y,11,13,-0.24,0,0,1,cr
1726,0.5,B2_2,y2,B2,y,11,14,-0.62,0,0,1,cr
1727,0.5,B2_2,y3,B2,y,11,15,0.64,1,0,0,fa
1728,0.5,B2_3,.,B2,.,12,0,-0.82,0,0,1,cr
1729,0.5,B2_3,A1_1,B2,A1,12,1,-0.24,0,0,1,cr
1730,0.5,B2_3,A1_2,B2,A1,12,2,-0.37,0,0,1,cr
1731,0.5,B2_3,A1_3,B2,A1,12,3,-0.35,0,0,1,cr
1732,0.5,B2_3,A2_1,B2,A2,12,4,0.9,1,0,0,fa
1733,0.5,B2_3,A2_2,B2,A2,12,5,0.83,1,0,0,fa
1734,0.5,B2_3,A2_3,B2,A2,12,6,0.89,1,0,0,fa
1735,0.5,B2_3,B1_1,B2,B1,12,7,-0.28,0,0,1,cr
1736,0.5,B2_3,B1_2,B2,B1,12,8,-0.2,0,0,1,cr
1737,0.5,B2_3,B1_3,B2,B1,12,9,-0.22,0,0,1,cr
1738,0.5,B2_3,B2_1,B2,B2,12,10,0.85,1,1,1,hit
1739,0.5,B2_3,B2_2,B2,B2,12,11,0.86,1,1,1,hit
1740,0.5,B2_3,B2_3,B2,B2,12,12,1.0,1,1,1,hit
1741,0.5,B2_3,y1,B2,y,12,13,-0.27,0,0,1,cr
1742,0.5,B2_3,y2,B2,y,12,14,-0.55,0,0,1,cr
1743,0.5,B2_3,y3,B2,y,12,15,0.73,1,0,0,fa
1744,0.5,y1,.,y,.,13,0,0.45,0,0,1,cr
1745,0.5,y1,A1_1,y,A1,13,1,-0.38,0,0,1,cr
1746,0.5,y1,A1_2,y,A1,13,2,-0.51,0,0,1,cr
1747,0.5,y1,A1_3,y,A1,13,3,-0.44,0,0,1,cr
1748,0.5,y1,A2_1,y,A2,13,4,-0.26,0,0,1,cr
1749,0.5,y1,A2_2,y,A2,13,5,-0.33,0,0,1,cr
1750,0.5,y1,A2_3,y,A2,13,6,-0.16,0,0,1,cr
1751,0.5,y1,B1_1,y,B1,13,7,-0.59,0,0,1,cr
1752,0.5,y1,B1_2,y,B1,13,8,-0.45,0,0,1,cr
1753,0.5,y1,B1_3,y,B1,13,9,-0.41,0,0,1,cr
1754,0.5,y1,B2_1,y,B2,13,10,-0.25,0,0,1,cr
1755,0.5,y1,B2_2,y,B2,13,11,-0.24,0,0,1,cr
1756,0.5,y1,B2_3,y,B2,13,12,-0.27,0,0,1,cr
1757,0.5,y1,y1,y,y,13,13,1.0,1,1,1,hit
1758,0.5,y1,y2,y,y,13,14,0.63,1,1,1,hit
1759,0.5,y1,y3,y,y,13,15,-0.15,0,1,0,miss
1760,0.5,y2,.,y,.,14,0,0.4,0,0,1,cr
1761,0.5,y2,A1_1,y,A1,14,1,-0.38,0,0,1,cr
1762,0.5,y2,A1_2,y,A1,14,2,-0.48,0,0,1,cr
1763,0.5,y2,A1_3,y,A1,14,3,-0.29,0,0,1,cr
1764,0.5,y2,A2_1,y,A2,14,4,-0.67,0,0,1,cr
1765,0.5,y2,A2_2,y,A2,14,5,-0.65,0,0,1,cr
1766,0.5,y2,A2_3,y,A2,14,6,-0.45,0,0,1,cr
1767,0.5,y2,B1_1,y,B1,14,7,-0.34,0,0,1,cr
1768,0.5,y2,B1_2,y,B1,14,8,-0.22,0,0,1,cr
1769,0.5,y2,B1_3,y,B1,14,9,-0.42,0,0,1,cr
1770,0.5,y2,B2_1,y,B2,14,10,-0.61,0,0,1,cr
1771,0.5,y2,B2_2,y,B2,14,11,-0.62,0,0,1,cr
1772,0.5,y2,B2_3,y,B2,14,12,-0.55,0,0,1,cr
1773,0.5,y2,y1,y,y,14,13,0.63,1,1,1,hit
1774,0.5,y2,y2,y,y,14,14,1.0,1,1,1,hit
1775,0.5,y2,y3,y,y,14,15,-0.07,0,1,0,miss
1776,0.5,y3,.,y,.,15,0,-0.9,0,0,1,cr
1777,0.5,y3,A1_1,y,A1,15,1,-0.55,0,0,1,cr
1778,0.5,y3,A1_2,y,A1,15,2,-0.67,0,0,1,cr
1779,0.5,y3,A1_3,y,A1,15,3,-0.55,0,0,1,cr
1780,0.5,y3,A2_1,y,A2,15,4,0.57,1,0,0,fa
1781,0.5,y3,A2_2,y,A2,15,5,0.52,1,0,0,fa
1782,0.5,y3,A2_3,y,A2,15,6,0.73,1,0,0,fa
1783,0.5,y3,B1_1,y,B1,15,7,-0.53,0,0,1,cr
1784,0.5,y3,B1_2,y,B1,15,8,-0.49,0,0,1,cr
1785,0.5,y3,B1_3,y,B1,15,9,-0.58,0,0,1,cr
1786,0.5,y3,B2_1,y,B2,15,10,0.54,1,0,0,fa
1787,0.5,y3,B2_2,y,B2,15,11,0.64,1,0,0,fa
1788,0.5,y3,B2_3,y,B2,15,12,0.73,1,0,0,fa
1789,0.5,y3,y1,y,y,15,13,-0.15,0,1,0,miss
1790,0.5,y3,y2,y,y,15,14,-0.07,0,1,0,miss
1791,0.5,y3,y3,y,y,15,15,1.0,1,1,1,hit
