,threshold,target1,target2,category1,category2,target1_index,target2_index,score,guess,actual,correct,sd_result
1568,0.5,A1_2,.,A1,.,2,0,-0.04,0,0,1,cr
1569,0.5,A1_2,A1_1,A1,A1,2,1,0.94,1,1,1,hit
1570,0.5,A1_2,A1_2,A1,A1,2,2,1.0,1,1,1,hit
1571,0.5,A1_2,A1_3,A1,A1,2,3,0.63,1,1,1,hit
1572,0.5,A1_2,A2_1,A1,A2,2,4,-0.29,0,0,1,cr
1573,0.5,A1_2,A2_2,A1,A2,2,5,-0.42,0,0,1,cr
1574,0.5,A1_2,A2_3,A1,A2,2,6,-0.21,0,0,1,cr
1575,0.5,A1_2,B1_1,A1,B1,2,7,0.82,1,0,0,fa
1576,0.5,A1_2,B1_2,A1,B1,2,8,0.77,1,0,0,fa
1577,0.5,A1_2,B1_3,A1,B1,2,9,0.56,1,0,0,fa
1578,0.5,A1_2,B2_1,A1,B2,2,10,-0.26,0,0,1,cr
1579,0.5,A1_2,B2_2,A1,B2,2,11,-0.3,0,0,1,cr
1580,0.5,A1_2,B2_3,A1,B2,2,12,-0.37,0,0,1,cr
1581,0.5,A1_2,y1,A1,y,2,13,0.37,0,0,1,cr
1582,0.5,A1_2,y2,A1,y,2,14,0.38,0,0,1,cr
1583,0.5,A1_2,y3,A1,y,2,15,0.56,1,0,0,fa
1584,0.5,A1_3,.,A1,.,3,0,0.01,0,0,1,cr
1585,0.5,A1_3,A1_1,A1,A1,3,1,0.49,0,1,0,miss
1586,0.5,A1_3,A1_2,A1,A1,3,2,0.63,1,1,1,hit
1587,0.5,A1_3,A1_3,A1,A1,3,3,1.0,1,1,1,hit
1588,0.5,A1_3,A2_1,A1,A2,3,4,-0.33,0,0,1,cr
1589,0.5,A1_3,A2_2,A1,A2,3,5,-0.21,0,0,1,cr
1590,0.5,A1_3,A2_3,A1,A2,3,6,-0.21,0,0,1,cr
1591,0.5,A1_3,B1_1,A1,B1,3,7,0.47,0,0,1,cr
1592,0.5,A1_3,B1_2,A1,B1,3,8,0.49,0,0,1,cr
1593,0.5,A1_3,B1_3,A1,B1,3,9,0.5,1,0,0,fa
1594,0.5,A1_3,B2_1,A1,B2,3,10,-0.33,0,0,1,cr
1595,0.5,A1_3,B2_2,A1,B2,3,11,-0.43,0,0,1,cr
1596,0.5,A1_3,B2_3,A1,B2,3,12,-0.25,0,0,1,cr
1597,0.5,A1_3,y1,A1,y,3,13,0.39,0,0,1,cr
1598,0.5,A1_3,y2,A1,y,3,14,0.34,0,0,1,cr
1599,0.5,A1_3,y3,A1,y,3,15,0.59,1,0,0,fa
1600,0.5,A2_1,.,A2,.,4,0,-0.16,0,0,1,cr
1601,0.5,A2_1,A1_1,A2,A1,4,1,-0.21,0,0,1,cr
1602,0.5,A2_1,A1_2,A2,A1,4,2,-0.29,0,0,1,cr
1603,0.5,A2_1,A1_3,A2,A1,4,3,-0.33,0,0,1,cr
1604,0.5,A2_1,A2_1,A2,A2,4,4,1.0,1,1,1,hit
1605,0.5,A2_1,A2_2,A2,A2,4,5,0.74,1,1,1,hit
1606,0.5,A2_1,A2_3,A2,A2,4,6,0.67,1,1,1,hit
1607,0.5,A2_1,B1_1,A2,B1,4,7,-0.12,0,0,1,cr
1608,0.5,A2_1,B1_2,A2,B1,4,8,-0.34,0,0,1,cr
1609,0.5,A2_1,B1_3,A2,B1,4,9,-0.18,0,0,1,cr
1610,0.5,A2_1,B2_1,A2,B2,4,10,0.77,1,0,0,fa
1611,0.5,A2_1,B2_2,A2,B2,4,11,0.86,1,0,0,fa
1612,0.5,A2_1,B2_3,A2,B2,4,12,0.83,1,0,0,fa
1613,0.5,A2_1,y1,A2,y,4,13,-0.42,0,0,1,cr
1614,0.5,A2_1,y2,A2,y,4,14,-0.54,0,0,1,cr
1615,0.5,A2_1,y3,A2,y,4,15,-0.38,0,0,1,cr
1616,0.5,A2_2,.,A2,.,5,0,-0.1,0,0,1,cr
1617,0.5,A2_2,A1_1,A2,A1,5,1,-0.37,0,0,1,cr
1618,0.5,A2_2,A1_2,A2,A1,5,2,-0.42,0,0,1,cr
1619,0.5,A2_2,A1_3,A2,A1,5,3,-0.21,0,0,1,cr
1620,0.5,A2_2,A2_1,A2,A2,5,4,0.74,1,1,1,hit
1621,0.5,A2_2,A2_2,A2,A2,5,5,1.0,1,1,1,hit
1622,0.5,A2_2,A2_3,A2,A2,5,6,0.88,1,1,1,hit
1623,0.5,A2_2,B1_1,A2,B1,5,7,-0.49,0,0,1,cr
1624,0.5,A2_2,B1_2,A2,B1,5,8,-0.27,0,0,1,cr
1625,0.5,A2_2,B1_3,A2,B1,5,9,-0.44,0,0,1,cr
1626,0.5,A2_2,B2_1,A2,B2,5,10,0.87,1,0,0,fa
1627,0.5,A2_2,B2_2,A2,B2,5,11,0.87,1,0,0,fa
1628,0.5,A2_2,B2_3,A2,B2,5,12,0.9,1,0,0,fa
1629,0.5,A2_2,y1,A2,y,5,13,-0.47,0,0,1,cr
1630,0.5,A2_2,y2,A2,y,5,14,-0.68,0,0,1,cr
1631,0.5,A2_2,y3,A2,y,5,15,-0.47,0,0,1,cr
1632,0.5,A2_3,.,A2,.,6,0,-0.12,0,0,1,cr
1633,0.5,A2_3,A1_1,A2,A1,6,1,-0.11,0,0,1,cr
1634,0.5,A2_3,A1_2,A2,A1,6,2,-0.21,0,0,1,cr
1635,0.5,A2_3,A1_3,A2,A1,6,3,-0.21,0,0,1,cr
1636,0.5,A2_3,A2_1,A2,A2,6,4,0.67,1,1,1,hit
1637,0.5,A2_3,A2_2,A2,A2,6,5,0.88,1,1,1,hit
1638,0.5,A2_3,A2_3,A2,A2,6,6,1.0,1,1,1,hit
1639,0.5,A2_3,B1_1,A2,B1,6,7,-0.37,0,0,1,cr
1640,0.5,A2_3,B1_2,A2,B1,6,8,0.01,0,0,1,cr
1641,0.5,A2_3,B1_3,A2,B1,6,9,-0.42,0,0,1,cr
1642,0.5,A2_3,B2_1,A2,B2,6,10,0.89,1,0,0,fa
1643,0.5,A2_3,B2_2,A2,B2,6,11,0.85,1,0,0,fa
1644,0.5,A2_3,B2_3,A2,B2,6,12,0.82,1,0,0,fa
1645,0.5,A2_3,y1,A2,y,6,13,-0.44,0,0,1,cr
1646,0.5,A2_3,y2,A2,y,6,14,-0.53,0,0,1,cr
1647,0.5,A2_3,y3,A2,y,6,15,-0.45,0,0,1,cr
1648,0.5,B1_1,.,B1,.,7,0,-0.03,0,0,1,cr
1649,0.5,B1_1,A1_1,B1,A1,7,1,0.68,1,0,0,fa
1650,0.5,B1_1,A1_2,B1,A1,7,2,0.82,1,0,0,fa
1651,0.5,B1_1,A1_3,B1,A1,7,3,0.47,0,0,1,cr
1652,0.5,B1_1,A2_1,B1,A2,7,4,-0.12,0,0,1,cr
1653,0.5,B1_1,A2_2,B1,A2,7,5,-0.49,0,0,1,cr
1654,0.5,B1_1,A2_3,B1,A2,7,6,-0.37,0,0,1,cr
1655,0.5,B1_1,B1_1,B1,B1,7,7,1.0,1,1,1,hit
1656,0.5,B1_1,B1_2,B1,B1,7,8,0.54,1,1,1,hit
1657,0.5,B1_1,B1_3,B1,B1,7,9,0.86,1,1,1,hit
1658,0.5,B1_1,B2_1,B1,B2,7,10,-0.33,0,0,1,cr
1659,0.5,B1_1,B2_2,B1,B2,7,11,-0.29,0,0,1,cr
1660,0.5,B1_1,B2_3,B1,B2,7,12,-0.44,0,0,1,cr
1661,0.5,B1_1,y1,B1,y,7,13,0.42,0,0,1,cr
1662,0.5,B1_1,y2,B1,y,7,14,0.41,0,0,1,cr
1663,0.5,B1_1,y3,B1,y,7,15,0.63,1,0,0,fa
1664,0.5,B1_2,.,B1,.,8,0,-0.01,0,0,1,cr
1665,0.5,B1_2,A1_1,B1,A1,8,1,0.79,1,0,0,fa
1666,0.5,B1_2,A1_2,B1,A1,8,2,0.77,1,0,0,fa
1667,0.5,B1_2,A1_3,B1,A1,8,3,0.49,0,0,1,cr
1668,0.5,B1_2,A2_1,B1,A2,8,4,-0.34,0,0,1,cr
1669,0.5,B1_2,A2_2,B1,A2,8,5,-0.27,0,0,1,cr
1670,0.5,B1_2,A2_3,B1,A2,8,6,0.01,0,0,1,cr
1671,0.5,B1_2,B1_1,B1,B1,8,7,0.54,1,1,1,hit
1672,0.5,B1_2,B1_2,B1,B1,8,8,1.0,1,1,1,hit
1673,0.5,B1_2,B1_3,B1,B1,8,9,0.3,0,1,0,miss
1674,0.5,B1_2,B2_1,B1,B2,8,10,-0.29,0,0,1,cr
1675,0.5,B1_2,B2_2,B1,B2,8,11,-0.27,0,0,1,cr
1676,0.5,B1_2,B2_3,B1,B2,8,12,-0.32,0,0,1,cr
1677,0.5,B1_2,y1,B1,y,8,13,0.34,0,0,1,cr
1678,0.5,B1_2,y2,B1,y,8,14,0.44,0,0,1,cr
1679,0.5,B1_2,y3,B1,y,8,15,0.47,0,0,1,cr
1680,0.5,B1_3,.,B1,.,9,0,-0.01,0,0,1,cr
1681,0.5,B1_3,A1_1,B1,A1,9,1,0.31,0,0,1,cr
1682,0.5,B1_3,A1_2,B1,A1,9,2,0.56,1,0,0,fa
1683,0.5,B1_3,A1_3,B1,A1,9,3,0.5,1,0,0,fa
1684,0.5,B1_3,A2_1,B1,A2,9,4,-0.18,0,0,1,cr
1685,0.5,B1_3,A2_2,B1,A2,9,5,-0.44,0,0,1,cr
1686,0.5,B1_3,A2_3,B1,A2,9,6,-0.42,0,0,1,cr
1687,0.5,B1_3,B1_1,B1,B1,9,7,0.86,1,1,1,hit
1688,0.5,B1_3,B1_2,B1,B1,9,8,0.3,0,1,0,miss
1689,0.5,B1_3,B1_3,B1,B1,9,9,1.0,1,1,1,hit
1690,0.5,B1_3,B2_1,B1,B2,9,10,-0.35,0,0,1,cr
1691,0.5,B1_3,B2_2,B1,B2,9,11,-0.38,0,0,1,cr
1692,0.5,B1_3,B2_3,B1,B2,9,12,-0.43,0,0,1,cr
1693,0.5,B1_3,y1,B1,y,9,13,0.39,0,0,1,cr
1694,0.5,B1_3,y2,B1,y,9,14,0.37,0,0,1,cr
1695,0.5,B1_3,y3,B1,y,9,15,0.6,1,0,0,fa
1696,0.5,B2_1,.,B2,.,10,0,-0.12,0,0,1,cr
1697,0.5,B2_1,A1_1,B2,A1,10,1,-0.19,0,0,1,cr
1698,0.5,B2_1,A1_2,B2,A1,10,2,-0.26,0,0,1,cr
1699,0.5,B2_1,A1_3,B2,A1,10,3,-0.33,0,0,1,cr
1700,0.5,B2_1,A2_1,B2,A2,10,4,0.77,1,0,0,fa
1701,0.5,B2_1,A2_2,B2,A2,10,5,0.87,1,0,0,fa
1702,0.5,B2_1,A2_3,B2,A2,10,6,0.89,1,0,0,fa
1703,0.5,B2_1,B1_1,B2,B1,10,7,-0.33,0,0,1,cr
1704,0.5,B2_1,B1_2,B2,B1,10,8,-0.29,0,0,1,cr
1705,0.5,B2_1,B1_3,B2,B1,10,9,-0.35,0,0,1,cr
1706,0.5,B2_1,B2_1,B2,B2,10,10,1.0,1,1,1,hit
1707,0.5,B2_1,B2_2,B2,B2,10,11,0.93,1,1,1,hit
1708,0.5,B2_1,B2_3,B2,B2,10,12,0.82,1,1,1,hit
1709,0.5,B2_1,y1,B2,y,10,13,-0.52,0,0,1,cr
1710,0.5,B2_1,y2,B2,y,10,14,-0.66,0,0,1,cr
1711,0.5,B2_1,y3,B2,y,10,15,-0.52,0,0,1,cr
1712,0.5,B2_2,.,B2,.,11,0,-0.03,0,0,1,cr
1713,0.5,B2_2,A1_1,B2,A1,11,1,-0.21,0,0,1,cr
1714,0.5,B2_2,A1_2,B2,A1,11,2,-0.3,0,0,1,cr
1715,0.5,B2_2,A1_3,B2,A1,11,3,-0.43,0,0,1,cr
1716,0.5,B2_2,A2_1,B2,A2,11,4,0.86,1,0,0,fa
1717,0.5,B2_2,A2_2,B2,A2,11,5,0.87,1,0,0,fa
1718,0.5,B2_2,A2_3,B2,A2,11,6,0.85,1,0,0,fa
1719,0.5,B2_2,B1_1,B2,B1,11,7,-0.29,0,0,1,cr
1720,0.5,B2_2,B1_2,B2,B1,11,8,-0.27,0,0,1,cr
1721,0.5,B2_2,B1_3,B2,B1,11,9,-0.38,0,0,1,cr
1722,0.5,B2_2,B2_1,B2,B2,11,10,0.93,1,1,1,hit
1723,0.5,B2_2,B2_2,B2,B2,11,11,1.0,1,1,1,hit
1724,0.5,B2_2,B2_3,B2,B2,11,12,0.86,1,1,1,hit
1725,0.5,B2_2,y1,B2,y,11,13,-0.42,0,0,1,cr
1726,0.5,B2_2,y2,B2,y,11,14,-0.58,0,0,1,cr
1727,0.5,B2_2,y3,B2,y,11,15,-0.43,0,0,1,cr
1728,0.5,B2_3,.,B2,.,12,0,-0.07,0,0,1,cr
1729,0.5,B2_3,A1_1,B2,A1,12,1,-0.3,0,0,1,cr
1730,0.5,B2_3,A1_2,B2,A1,12,2,-0.37,0,0,1,cr
1731,0.5,B2_3,A1_3,B2,A1,12,3,-0.25,0,0,1,cr
1732,0.5,B2_3,A2_1,B2,A2,12,4,0.83,1,0,0,fa
1733,0.5,B2_3,A2_2,B2,A2,12,5,0.9,1,0,0,fa
1734,0.5,B2_3,A2_3,B2,A2,12,6,0.82,1,0,0,fa
1735,0.5,B2_3,B1_1,B2,B1,12,7,-0.44,0,0,1,cr
1736,0.5,B2_3,B1_2,B2,B1,12,8,-0.32,0,0,1,cr
1737,0.5,B2_3,B1_3,B2,B1,12,9,-0.43,0,0,1,cr
1738,0.5,B2_3,B2_1,B2,B2,12,10,0.82,1,1,1,hit
1739,0.5,B2_3,B2_2,B2,B2,12,11,0.86,1,1,1,hit
1740,0.5,B2_3,B2_3,B2,B2,12,12,1.0,1,1,1,hit
1741,0.5,B2_3,y1,B2,y,12,13,-0.45,0,0,1,cr
1742,0.5,B2_3,y2,B2,y,12,14,-0.58,0,0,1,cr
1743,0.5,B2_3,y3,B2,y,12,15,-0.46,0,0,1,cr
1744,0.5,y1,.,y,.,13,0,0.83,1,0,0,fa
1745,0.5,y1,A1_1,y,A1,13,1,0.25,0,0,1,cr
1746,0.5,y1,A1_2,y,A1,13,2,0.37,0,0,1,cr
1747,0.5,y1,A1_3,y,A1,13,3,0.39,0,0,1,cr
1748,0.5,y1,A2_1,y,A2,13,4,-0.42,0,0,1,cr
1749,0.5,y1,A2_2,y,A2,13,5,-0.47,0,0,1,cr
1750,0.5,y1,A2_3,y,A2,13,6,-0.44,0,0,1,cr
1751,0.5,y1,B1_1,y,B1,13,7,0.42,0,0,1,cr
1752,0.5,y1,B1_2,y,B1,13,8,0.34,0,0,1,cr
1753,0.5,y1,B1_3,y,B1,13,9,0.39,0,0,1,cr
1754,0.5,y1,B2_1,y,B2,13,10,-0.52,0,0,1,cr
1755,0.5,y1,B2_2,y,B2,13,11,-0.42,0,0,1,cr
1756,0.5,y1,B2_3,y,B2,13,12,-0.45,0,0,1,cr
1757,0.5,y1,y1,y,y,13,13,1.0,1,1,1,hit
1758,0.5,y1,y2,y,y,13,14,0.9,1,1,1,hit
1759,0.5,y1,y3,y,y,13,15,0.95,1,1,1,hit
1760,0.5,y2,.,y,.,14,0,0.68,1,0,0,fa
1761,0.5,y2,A1_1,y,A1,14,1,0.33,0,0,1,cr
1762,0.5,y2,A1_2,y,A1,14,2,0.38,0,0,1,cr
1763,0.5,y2,A1_3,y,A1,14,3,0.34,0,0,1,cr
1764,0.5,y2,A2_1,y,A2,14,4,-0.54,0,0,1,cr
1765,0.5,y2,A2_2,y,A2,14,5,-0.68,0,0,1,cr
1766,0.5,y2,A2_3,y,A2,14,6,-0.53,0,0,1,cr
1767,0.5,y2,B1_1,y,B1,14,7,0.41,0,0,1,cr
1768,0.5,y2,B1_2,y,B1,14,8,0.44,0,0,1,cr
1769,0.5,y2,B1_3,y,B1,14,9,0.37,0,0,1,cr
1770,0.5,y2,B2_1,y,B2,14,10,-0.66,0,0,1,cr
1771,0.5,y2,B2_2,y,B2,14,11,-0.58,0,0,1,cr
1772,0.5,y2,B2_3,y,B2,14,12,-0.58,0,0,1,cr
1773,0.5,y2,y1,y,y,14,13,0.9,1,1,1,hit
1774,0.5,y2,y2,y,y,14,14,1.0,1,1,1,hit
1775,0.5,y2,y3,y,y,14,15,0.84,1,1,1,hit
1776,0.5,y3,.,y,.,15,0,0.66,1,0,0,fa
1777,0.5,y3,A1_1,y,A1,15,1,0.4,0,0,1,cr
1778,0.5,y3,A1_2,y,A1,15,2,0.56,1,0,0,fa
1779,0.5,y3,A1_3,y,A1,15,3,0.59,1,0,0,fa
1780,0.5,y3,A2_1,y,A2,15,4,-0.38,0,0,1,cr
1781,0.5,y3,A2_2,y,A2,15,5,-0.47,0,0,1,cr
1782,0.5,y3,A2_3,y,A2,15,6,-0.45,0,0,1,cr
1783,0.5,y3,B1_1,y,B1,15,7,0.63,1,0,0,fa
1784,0.5,y3,B1_2,y,B1,15,8,0.47,0,0,1,cr
1785,0.5,y3,B1_3,y,B1,15,9,0.6,1,0,0,fa
1786,0.5,y3,B2_1,y,B2,15,10,-0.52,0,0,1,cr
1787,0.5,y3,B2_2,y,B2,15,11,-0.43,0,0,1,cr
1788,0.5,y3,B2_3,y,B2,15,12,-0.46,0,0,1,cr
1789,0.5,y3,y1,y,y,15,13,0.95,1,1,1,hit
1790,0.5,y3,y2,y,y,15,14,0.84,1,1,1,hit
1791,0.5,y3,y3,y,y,15,15,1.0,1,1,1,hit
