,threshold,target1,target2,category1,category2,target1_index,target2_index,score,guess,actual,correct,sd_result
1838,0.75,A1_2,y2,A1,y,2,14,-0.1,0,0,1,cr
1839,0.75,A1_2,y3,A1,y,2,15,-0.3,0,0,1,cr
1840,0.75,A1_3,.,A1,.,3,0,-0.13,0,0,1,cr
1841,0.75,A1_3,A1_1,A1,A1,3,1,0.8,1,1,1,hit
1842,0.75,A1_3,A1_2,A1,A1,3,2,0.84,1,1,1,hit
1843,0.75,A1_3,A1_3,A1,A1,3,3,1.0,1,1,1,hit
1844,0.75,A1_3,A2_1,A1,A2,3,4,0.54,0,0,1,cr
1845,0.75,A1_3,A2_2,A1,A2,3,5,0.47,0,0,1,cr
1846,0.75,A1_3,A2_3,A1,A2,3,6,0.52,0,0,1,cr
1847,0.75,A1_3,B1_1,A1,B1,3,7,0.48,0,0,1,cr
1848,0.75,A1_3,B1_2,A1,B1,3,8,0.75,0,0,1,cr
1849,0.75,A1_3,B1_3,A1,B1,3,9,0.73,0,0,1,cr
1850,0.75,A1_3,B2_1,A1,B2,3,10,0.51,0,0,1,cr
1851,0.75,A1_3,B2_2,A1,B2,3,11,0.52,0,0,1,cr
1852,0.75,A1_3,B2_3,A1,B2,3,12,0.5,0,0,1,cr
1853,0.75,A1_3,y1,A1,y,3,13,0.17,0,0,1,cr
1854,0.75,A1_3,y2,A1,y,3,14,-0.24,0,0,1,cr
1855,0.75,A1_3,y3,A1,y,3,15,-0.46,0,0,1,cr
1856,0.75,A2_1,.,A2,.,4,0,-0.28,0,0,1,cr
1857,0.75,A2_1,A1_1,A2,A1,4,1,0.4,0,0,1,cr
1858,0.75,A2_1,A1_2,A2,A1,4,2,0.64,0,0,1,cr
1859,0.75,A2_1,A1_3,A2,A1,4,3,0.54,0,0,1,cr
1860,0.75,A2_1,A2_1,A2,A2,4,4,1.0,1,1,1,hit
1861,0.75,A2_1,A2_2,A2,A2,4,5,0.99,1,1,1,hit
1862,0.75,A2_1,A2_3,A2,A2,4,6,1.0,1,1,1,hit
1863,0.75,A2_1,B1_1,A2,B1,4,7,0.37,0,0,1,cr
1864,0.75,A2_1,B1_2,A2,B1,4,8,0.54,0,0,1,cr
1865,0.75,A2_1,B1_3,A2,B1,4,9,0.64,0,0,1,cr
1866,0.75,A2_1,B2_1,A2,B2,4,10,0.99,1,0,0,fa
1867,0.75,A2_1,B2_2,A2,B2,4,11,1.0,1,0,0,fa
1868,0.75,A2_1,B2_3,A2,B2,4,12,0.99,1,0,0,fa
1869,0.75,A2_1,y1,A2,y,4,13,0.07,0,0,1,cr
1870,0.75,A2_1,y2,A2,y,4,14,-0.02,0,0,1,cr
1871,0.75,A2_1,y3,A2,y,4,15,-0.18,0,0,1,cr
1872,0.75,A2_2,.,A2,.,5,0,-0.3,0,0,1,cr
1873,0.75,A2_2,A1_1,A2,A1,5,1,0.32,0,0,1,cr
1874,0.75,A2_2,A1_2,A2,A1,5,2,0.56,0,0,1,cr
1875,0.75,A2_2,A1_3,A2,A1,5,3,0.47,0,0,1,cr
1876,0.75,A2_2,A2_1,A2,A2,5,4,0.99,1,1,1,hit
1877,0.75,A2_2,A2_2,A2,A2,5,5,1.0,1,1,1,hit
1878,0.75,A2_2,A2_3,A2,A2,5,6,1.0,1,1,1,hit
1879,0.75,A2_2,B1_1,A2,B1,5,7,0.34,0,0,1,cr
1880,0.75,A2_2,B1_2,A2,B1,5,8,0.47,0,0,1,cr
1881,0.75,A2_2,B1_3,A2,B1,5,9,0.56,0,0,1,cr
1882,0.75,A2_2,B2_1,A2,B2,5,10,0.99,1,0,0,fa
1883,0.75,A2_2,B2_2,A2,B2,5,11,0.99,1,0,0,fa
1884,0.75,A2_2,B2_3,A2,B2,5,12,1.0,1,0,0,fa
1885,0.75,A2_2,y1,A2,y,5,13,0.0,0,0,1,cr
1886,0.75,A2_2,y2,A2,y,5,14,0.0,0,0,1,cr
1887,0.75,A2_2,y3,A2,y,5,15,-0.12,0,0,1,cr
1888,0.75,A2_3,.,A2,.,6,0,-0.29,0,0,1,cr
1889,0.75,A2_3,A1_1,A2,A1,6,1,0.37,0,0,1,cr
1890,0.75,A2_3,A1_2,A2,A1,6,2,0.61,0,0,1,cr
1891,0.75,A2_3,A1_3,A2,A1,6,3,0.52,0,0,1,cr
1892,0.75,A2_3,A2_1,A2,A2,6,4,1.0,1,1,1,hit
1893,0.75,A2_3,A2_2,A2,A2,6,5,1.0,1,1,1,hit
1894,0.75,A2_3,A2_3,A2,A2,6,6,1.0,1,1,1,hit
1895,0.75,A2_3,B1_1,A2,B1,6,7,0.35,0,0,1,cr
1896,0.75,A2_3,B1_2,A2,B1,6,8,0.52,0,0,1,cr
1897,0.75,A2_3,B1_3,A2,B1,6,9,0.62,0,0,1,cr
1898,0.75,A2_3,B2_1,A2,B2,6,10,1.0,1,0,0,fa
1899,0.75,A2_3,B2_2,A2,B2,6,11,1.0,1,0,0,fa
1900,0.75,A2_3,B2_3,A2,B2,6,12,1.0,1,0,0,fa
1901,0.75,A2_3,y1,A2,y,6,13,0.05,0,0,1,cr
1902,0.75,A2_3,y2,A2,y,6,14,-0.0,0,0,1,cr
1903,0.75,A2_3,y3,A2,y,6,15,-0.17,0,0,1,cr
1904,0.75,B1_1,.,B1,.,7,0,-0.4,0,0,1,cr
1905,0.75,B1_1,A1_1,B1,A1,7,1,0.35,0,0,1,cr
1906,0.75,B1_1,A1_2,B1,A1,7,2,0.28,0,0,1,cr
1907,0.75,B1_1,A1_3,B1,A1,7,3,0.48,0,0,1,cr
1908,0.75,B1_1,A2_1,B1,A2,7,4,0.37,0,0,1,cr
1909,0.75,B1_1,A2_2,B1,A2,7,5,0.34,0,0,1,cr
1910,0.75,B1_1,A2_3,B1,A2,7,6,0.35,0,0,1,cr
1911,0.75,B1_1,B1_1,B1,B1,7,7,1.0,1,1,1,hit
1912,0.75,B1_1,B1_2,B1,B1,7,8,0.5,0,1,0,miss
1913,0.75,B1_1,B1_3,B1,B1,7,9,0.52,0,1,0,miss
1914,0.75,B1_1,B2_1,B1,B2,7,10,0.37,0,0,1,cr
1915,0.75,B1_1,B2_2,B1,B2,7,11,0.37,0,0,1,cr
1916,0.75,B1_1,B2_3,B1,B2,7,12,0.36,0,0,1,cr
1917,0.75,B1_1,y1,B1,y,7,13,0.01,0,0,1,cr
1918,0.75,B1_1,y2,B1,y,7,14,-0.49,0,0,1,cr
1919,0.75,B1_1,y3,B1,y,7,15,-0.51,0,0,1,cr
1920,0.75,B1_2,.,B1,.,8,0,-0.3,0,0,1,cr
1921,0.75,B1_2,A1_1,B1,A1,8,1,0.68,0,0,1,cr
1922,0.75,B1_2,A1_2,B1,A1,8,2,0.7,0,0,1,cr
1923,0.75,B1_2,A1_3,B1,A1,8,3,0.75,0,0,1,cr
1924,0.75,B1_2,A2_1,B1,A2,8,4,0.54,0,0,1,cr
1925,0.75,B1_2,A2_2,B1,A2,8,5,0.47,0,0,1,cr
1926,0.75,B1_2,A2_3,B1,A2,8,6,0.52,0,0,1,cr
1927,0.75,B1_2,B1_1,B1,B1,8,7,0.5,0,1,0,miss
1928,0.75,B1_2,B1_2,B1,B1,8,8,1.0,1,1,1,hit
1929,0.75,B1_2,B1_3,B1,B1,8,9,0.85,1,1,1,hit
1930,0.75,B1_2,B2_1,B1,B2,8,10,0.51,0,0,1,cr
1931,0.75,B1_2,B2_2,B1,B2,8,11,0.53,0,0,1,cr
1932,0.75,B1_2,B2_3,B1,B2,8,12,0.5,0,0,1,cr
1933,0.75,B1_2,y1,B1,y,8,13,0.15,0,0,1,cr
1934,0.75,B1_2,y2,B1,y,8,14,-0.16,0,0,1,cr
1935,0.75,B1_2,y3,B1,y,8,15,-0.53,0,0,1,cr
1936,0.75,B1_3,.,B1,.,9,0,-0.34,0,0,1,cr
1937,0.75,B1_3,A1_1,B1,A1,9,1,0.77,1,0,0,fa
1938,0.75,B1_3,A1_2,B1,A1,9,2,0.74,0,0,1,cr
1939,0.75,B1_3,A1_3,B1,A1,9,3,0.73,0,0,1,cr
1940,0.75,B1_3,A2_1,B1,A2,9,4,0.64,0,0,1,cr
1941,0.75,B1_3,A2_2,B1,A2,9,5,0.56,0,0,1,cr
1942,0.75,B1_3,A2_3,B1,A2,9,6,0.62,0,0,1,cr
1943,0.75,B1_3,B1_1,B1,B1,9,7,0.52,0,1,0,miss
1944,0.75,B1_3,B1_2,B1,B1,9,8,0.85,1,1,1,hit
1945,0.75,B1_3,B1_3,B1,B1,9,9,1.0,1,1,1,hit
1946,0.75,B1_3,B2_1,B1,B2,9,10,0.61,0,0,1,cr
1947,0.75,B1_3,B2_2,B1,B2,9,11,0.62,0,0,1,cr
1948,0.75,B1_3,B2_3,B1,B2,9,12,0.6,0,0,1,cr
1949,0.75,B1_3,y1,B1,y,9,13,0.17,0,0,1,cr
1950,0.75,B1_3,y2,B1,y,9,14,-0.17,0,0,1,cr
1951,0.75,B1_3,y3,B1,y,9,15,-0.55,0,0,1,cr
1952,0.75,B2_1,.,B2,.,10,0,-0.31,0,0,1,cr
1953,0.75,B2_1,A1_1,B2,A1,10,1,0.37,0,0,1,cr
1954,0.75,B2_1,A1_2,B2,A1,10,2,0.61,0,0,1,cr
1955,0.75,B2_1,A1_3,B2,A1,10,3,0.51,0,0,1,cr
1956,0.75,B2_1,A2_1,B2,A2,10,4,0.99,1,0,0,fa
1957,0.75,B2_1,A2_2,B2,A2,10,5,0.99,1,0,0,fa
1958,0.75,B2_1,A2_3,B2,A2,10,6,1.0,1,0,0,fa
1959,0.75,B2_1,B1_1,B2,B1,10,7,0.37,0,0,1,cr
1960,0.75,B2_1,B1_2,B2,B1,10,8,0.51,0,0,1,cr
1961,0.75,B2_1,B1_3,B2,B1,10,9,0.61,0,0,1,cr
1962,0.75,B2_1,B2_1,B2,B2,10,10,1.0,1,1,1,hit
1963,0.75,B2_1,B2_2,B2,B2,10,11,1.0,1,1,1,hit
1964,0.75,B2_1,B2_3,B2,B2,10,12,1.0,1,1,1,hit
1965,0.75,B2_1,y1,B2,y,10,13,0.01,0,0,1,cr
1966,0.75,B2_1,y2,B2,y,10,14,0.01,0,0,1,cr
1967,0.75,B2_1,y3,B2,y,10,15,-0.18,0,0,1,cr
1968,0.75,B2_2,.,B2,.,11,0,-0.32,0,0,1,cr
1969,0.75,B2_2,A1_1,B2,A1,11,1,0.37,0,0,1,cr
1970,0.75,B2_2,A1_2,B2,A1,11,2,0.61,0,0,1,cr
1971,0.75,B2_2,A1_3,B2,A1,11,3,0.52,0,0,1,cr
1972,0.75,B2_2,A2_1,B2,A2,11,4,1.0,1,0,0,fa
1973,0.75,B2_2,A2_2,B2,A2,11,5,0.99,1,0,0,fa
1974,0.75,B2_2,A2_3,B2,A2,11,6,1.0,1,0,0,fa
1975,0.75,B2_2,B1_1,B2,B1,11,7,0.37,0,0,1,cr
1976,0.75,B2_2,B1_2,B2,B1,11,8,0.53,0,0,1,cr
1977,0.75,B2_2,B1_3,B2,B1,11,9,0.62,0,0,1,cr
1978,0.75,B2_2,B2_1,B2,B2,11,10,1.0,1,1,1,hit
1979,0.75,B2_2,B2_2,B2,B2,11,11,1.0,1,1,1,hit
1980,0.75,B2_2,B2_3,B2,B2,11,12,1.0,1,1,1,hit
1981,0.75,B2_2,y1,B2,y,11,13,0.02,0,0,1,cr
1982,0.75,B2_2,y2,B2,y,11,14,-0.01,0,0,1,cr
1983,0.75,B2_2,y3,B2,y,11,15,-0.19,0,0,1,cr
1984,0.75,B2_3,.,B2,.,12,0,-0.31,0,0,1,cr
1985,0.75,B2_3,A1_1,B2,A1,12,1,0.35,0,0,1,cr
1986,0.75,B2_3,A1_2,B2,A1,12,2,0.6,0,0,1,cr
1987,0.75,B2_3,A1_3,B2,A1,12,3,0.5,0,0,1,cr
1988,0.75,B2_3,A2_1,B2,A2,12,4,0.99,1,0,0,fa
1989,0.75,B2_3,A2_2,B2,A2,12,5,1.0,1,0,0,fa
1990,0.75,B2_3,A2_3,B2,A2,12,6,1.0,1,0,0,fa
1991,0.75,B2_3,B1_1,B2,B1,12,7,0.36,0,0,1,cr
1992,0.75,B2_3,B1_2,B2,B1,12,8,0.5,0,0,1,cr
1993,0.75,B2_3,B1_3,B2,B1,12,9,0.6,0,0,1,cr
1994,0.75,B2_3,B2_1,B2,B2,12,10,1.0,1,1,1,hit
1995,0.75,B2_3,B2_2,B2,B2,12,11,1.0,1,1,1,hit
1996,0.75,B2_3,B2_3,B2,B2,12,12,1.0,1,1,1,hit
1997,0.75,B2_3,y1,B2,y,12,13,0.0,0,0,1,cr
1998,0.75,B2_3,y2,B2,y,12,14,0.0,0,0,1,cr
1999,0.75,B2_3,y3,B2,y,12,15,-0.17,0,0,1,cr
2000,0.75,y1,.,y,.,13,0,0.35,0,0,1,cr
2001,0.75,y1,A1_1,y,A1,13,1,0.31,0,0,1,cr
2002,0.75,y1,A1_2,y,A1,13,2,0.35,0,0,1,cr
2003,0.75,y1,A1_3,y,A1,13,3,0.17,0,0,1,cr
2004,0.75,y1,A2_1,y,A2,13,4,0.07,0,0,1,cr
2005,0.75,y1,A2_2,y,A2,13,5,0.0,0,0,1,cr
2006,0.75,y1,A2_3,y,A2,13,6,0.05,0,0,1,cr
2007,0.75,y1,B1_1,y,B1,13,7,0.01,0,0,1,cr
2008,0.75,y1,B1_2,y,B1,13,8,0.15,0,0,1,cr
2009,0.75,y1,B1_3,y,B1,13,9,0.17,0,0,1,cr
2010,0.75,y1,B2_1,y,B2,13,10,0.01,0,0,1,cr
2011,0.75,y1,B2_2,y,B2,13,11,0.02,0,0,1,cr
2012,0.75,y1,B2_3,y,B2,13,12,0.0,0,0,1,cr
2013,0.75,y1,y1,y,y,13,13,1.0,1,1,1,hit
2014,0.75,y1,y2,y,y,13,14,0.06,0,1,0,miss
2015,0.75,y1,y3,y,y,13,15,-0.12,0,1,0,miss
2016,0.75,y2,.,y,.,14,0,0.27,0,0,1,cr
2017,0.75,y2,A1_1,y,A1,14,1,-0.18,0,0,1,cr
2018,0.75,y2,A1_2,y,A1,14,2,-0.1,0,0,1,cr
2019,0.75,y2,A1_3,y,A1,14,3,-0.24,0,0,1,cr
2020,0.75,y2,A2_1,y,A2,14,4,-0.02,0,0,1,cr
2021,0.75,y2,A2_2,y,A2,14,5,0.0,0,0,1,cr
2022,0.75,y2,A2_3,y,A2,14,6,-0.0,0,0,1,cr
2023,0.75,y2,B1_1,y,B1,14,7,-0.49,0,0,1,cr
2024,0.75,y2,B1_2,y,B1,14,8,-0.16,0,0,1,cr
2025,0.75,y2,B1_3,y,B1,14,9,-0.17,0,0,1,cr
2026,0.75,y2,B2_1,y,B2,14,10,0.01,0,0,1,cr
2027,0.75,y2,B2_2,y,B2,14,11,-0.01,0,0,1,cr
2028,0.75,y2,B2_3,y,B2,14,12,0.0,0,0,1,cr
2029,0.75,y2,y1,y,y,14,13,0.06,0,1,0,miss
2030,0.75,y2,y2,y,y,14,14,1.0,1,1,1,hit
2031,0.75,y2,y3,y,y,14,15,0.16,0,1,0,miss
2032,0.75,y3,.,y,.,15,0,0.3,0,0,1,cr
2033,0.75,y3,A1_1,y,A1,15,1,-0.4,0,0,1,cr
2034,0.75,y3,A1_2,y,A1,15,2,-0.3,0,0,1,cr
2035,0.75,y3,A1_3,y,A1,15,3,-0.46,0,0,1,cr
2036,0.75,y3,A2_1,y,A2,15,4,-0.18,0,0,1,cr
2037,0.75,y3,A2_2,y,A2,15,5,-0.12,0,0,1,cr
2038,0.75,y3,A2_3,y,A2,15,6,-0.17,0,0,1,cr
2039,0.75,y3,B1_1,y,B1,15,7,-0.51,0,0,1,cr
2040,0.75,y3,B1_2,y,B1,15,8,-0.53,0,0,1,cr
2041,0.75,y3,B1_3,y,B1,15,9,-0.55,0,0,1,cr
2042,0.75,y3,B2_1,y,B2,15,10,-0.18,0,0,1,cr
2043,0.75,y3,B2_2,y,B2,15,11,-0.19,0,0,1,cr
2044,0.75,y3,B2_3,y,B2,15,12,-0.17,0,0,1,cr
2045,0.75,y3,y1,y,y,15,13,-0.12,0,1,0,miss
2046,0.75,y3,y2,y,y,15,14,0.16,0,1,0,miss
2047,0.75,y3,y3,y,y,15,15,1.0,1,1,1,hit
